d1	d3	h	sat
0.070000	0.9	4	0.999387
0.070000	1.0	4	0.999230
0.070000	1.1	4	0.999051
0.070000	1.2	4	0.998849
0.070000	1.3	4	0.998623
0.070000	1.4	4	0.998370
0.070000	1.5	5	0.998076
0.070000	1.6	5	0.997761
0.070000	1.7	5	0.997414
0.070000	1.8	5	0.997032
0.070000	1.9	6	0.996597
0.070000	2.0	6	0.996130
0.070000	2.1	6	0.995618
0.070000	2.2	6	0.995057
0.070000	2.3	7	0.994420
0.070000	2.4	7	0.993737
0.070000	2.5	7	0.992986
0.070000	2.6	8	0.992136
0.070000	2.7	8	0.991216
0.070000	2.8	8	0.990199
0.070000	2.9	9	0.989038
0.070000	3.0	9	0.987770
0.070000	3.1	10	0.986310
0.070000	3.2	11	0.984659
0.070000	3.3	12	0.982771
0.070000	3.4	13	0.980585
0.070000	3.5	14	0.978012
0.070000	3.6	16	0.974876
0.070000	3.7	18	0.970966
0.070000	3.8	22	0.965710
0.070000	3.9	29	0.957700
0.070000	4.0	106	0.018678
0.070000	4.1	38	0.016909
0.070000	4.2	28	0.015307
0.070000	4.3	23	0.013857
0.070000	4.4	19	0.012545
0.070000	4.5	17	0.011357
0.070000	4.6	16	0.010281
0.070000	4.7	14	0.009307
0.070000	4.8	13	0.008426
0.070000	4.9	13	0.007628
0.070000	5.0	12	0.006905
0.080000	0.1	2	0.999990
0.080000	0.2	2	0.999960
0.080000	0.3	3	0.999908
0.080000	0.4	3	0.999835
0.080000	0.5	3	0.999738
0.080000	0.6	3	0.999616
0.080000	0.7	3	0.999470
0.080000	0.8	4	0.999286
0.080000	0.9	4	0.999077
0.080000	1.0	4	0.998837
0.080000	1.1	4	0.998561
0.080000	1.2	4	0.998249
0.080000	1.3	5	0.997883
0.080000	1.4	5	0.997482
0.080000	1.5	5	0.997034
0.080000	1.6	5	0.996535
0.080000	1.7	6	0.995960
0.080000	1.8	6	0.995336
0.080000	1.9	6	0.994642
0.080000	2.0	7	0.993853
0.080000	2.1	7	0.992990
0.080000	2.2	7	0.992031
0.080000	2.3	8	0.990936
0.080000	2.4	8	0.989733
0.080000	2.5	9	0.988357
0.080000	2.6	9	0.986828
0.080000	2.7	10	0.985063
0.080000	2.8	11	0.983043
0.080000	2.9	12	0.980706
0.080000	3.0	13	0.977964
0.080000	3.1	14	0.974687
0.080000	3.2	16	0.970624
0.080000	3.3	19	0.965376
0.080000	3.4	24	0.958022
0.080000	3.5	36	0.945270
0.080000	3.6	55	0.027961
0.080000	3.7	32	0.025316
0.080000	3.8	24	0.022921
0.080000	3.9	20	0.020754
0.080000	4.0	18	0.018791
0.080000	4.1	16	0.017013
0.080000	4.2	14	0.015404
0.080000	4.3	13	0.013947
0.080000	4.4	12	0.012628
0.080000	4.5	12	0.011434
0.080000	4.6	11	0.010352
0.080000	4.7	10	0.009373
0.080000	4.8	10	0.008486
0.080000	4.9	9	0.007684
0.080000	5.0	9	0.006957
0.090000	0.1	2	0.999986
0.090000	0.2	2	0.999945
0.090000	0.3	3	0.999870
0.090000	0.4	3	0.999766
0.090000	0.5	3	0.999628
0.090000	0.6	3	0.999455
0.090000	0.7	4	0.999234
0.090000	0.8	4	0.998977
0.090000	0.9	4	0.998674
0.090000	1.0	4	0.998323
0.090000	1.1	5	0.997906
0.090000	1.2	5	0.997440
0.090000	1.3	5	0.996909
0.090000	1.4	5	0.996310
0.090000	1.5	6	0.995615
0.090000	1.6	6	0.994848
0.090000	1.7	6	0.993985
0.090000	1.8	7	0.992993
0.090000	1.9	7	0.991895
0.090000	2.0	7	0.990660
0.090000	2.1	8	0.989234
0.090000	2.2	8	0.987646
0.090000	2.3	9	0.985803
0.090000	2.4	10	0.983691
0.090000	2.5	11	0.981247
0.090000	2.6	12	0.978385
0.090000	2.7	13	0.974982
0.090000	2.8	14	0.970850
0.090000	2.9	17	0.965579
0.090000	3.0	20	0.958604
0.090000	3.1	27	0.948136
0.090000	3.2	61	0.923695
0.090000	3.3	43	0.038469
0.090000	3.4	27	0.034305
0.090000	3.5	22	0.031066
0.090000	3.6	18	0.028132
0.090000	3.7	16	0.025476
0.090000	3.8	14	0.023070
0.090000	3.9	13	0.020892
0.090000	4.0	12	0.018919
0.090000	4.1	11	0.017132
0.090000	4.2	11	0.015515
0.090000	4.3	10	0.014049
0.090000	4.4	10	0.012723
0.090000	4.5	9	0.011521
0.090000	4.6	9	0.010433
0.090000	4.7	8	0.009448
0.090000	4.8	8	0.008556
0.090000	4.9	8	0.007748
0.090000	5.0	7	0.007016
0.100000	0.1	2	0.999981
0.100000	0.2	3	0.999923
0.100000	0.3	3	0.999824
0.100000	0.4	3	0.999681
0.100000	0.5	3	0.999492
0.100000	0.6	4	0.999244
0.100000	0.7	4	0.998946
0.100000	0.8	4	0.998587
0.100000	0.9	4	0.998163
0.100000	1.0	5	0.997656
0.100000	1.1	5	0.997077
0.100000	1.2	5	0.996412
0.100000	1.3	6	0.995636
0.100000	1.4	6	0.994761
0.100000	1.5	6	0.993766
0.100000	1.6	7	0.992615
0.100000	1.7	7	0.991321
0.100000	1.8	7	0.989849
0.100000	1.9	8	0.988138
0.100000	2.0	9	0.986178
0.100000	2.1	9	0.983942
0.100000	2.2	10	0.981314
0.100000	2.3	11	0.978229
0.100000	2.4	12	0.974556
0.100000	2.5	14	0.970062
0.100000	2.6	16	0.964448
0.100000	2.7	19	0.957062
0.100000	2.8	24	0.946451
0.100000	2.9	39	0.926956
0.100000	3.0	54	0.058445
0.100000	3.1	33	0.050301
0.100000	3.2	25	0.043770
0.100000	3.3	21	0.038201
0.100000	3.4	16	0.034527
0.100000	3.5	14	0.031273
0.100000	3.6	13	0.028325
0.100000	3.7	12	0.025655
0.100000	3.8	11	0.023237
0.100000	3.9	10	0.021047
0.100000	4.0	10	0.019063
0.100000	4.1	9	0.017266
0.100000	4.2	9	0.015639
0.100000	4.3	8	0.014165
0.100000	4.4	8	0.012830
0.100000	4.5	8	0.011620
0.100000	4.6	7	0.010525
0.100000	4.7	7	0.009533
0.100000	4.8	7	0.008634
0.100000	4.9	7	0.007821
0.100000	5.0	7	0.007083
0.110000	0.1	2	0.999975
0.110000	0.2	3	0.999898
0.110000	0.3	3	0.999767
0.110000	0.4	3	0.999578
0.110000	0.5	4	0.999319
0.110000	0.6	4	0.998993
0.110000	0.7	4	0.998591
0.110000	0.8	4	0.998107
0.110000	0.9	5	0.997518
0.110000	1.0	5	0.996835
0.110000	1.1	5	0.996040
0.110000	1.2	6	0.995102
0.110000	1.3	6	0.994032
0.110000	1.4	6	0.992802
0.110000	1.5	7	0.991364
0.110000	1.6	7	0.989730
0.110000	1.7	8	0.987820
0.110000	1.8	8	0.985636
0.110000	1.9	9	0.983064
0.110000	2.0	10	0.980051
0.110000	2.1	11	0.976481
0.110000	2.2	12	0.972190
0.110000	2.3	14	0.966888
0.110000	2.4	16	0.960172
0.110000	2.5	19	0.951178
0.110000	2.6	25	0.937802
0.110000	2.7	48	0.910171
0.110000	2.8	48	0.080375
0.110000	2.9	32	0.068003
0.110000	3.0	25	0.058109
0.110000	3.1	21	0.050135
0.110000	3.2	18	0.043747
0.110000	3.3	14	0.038386
0.110000	3.4	13	0.034775
0.110000	3.5	11	0.031504
0.110000	3.6	11	0.028540
0.110000	3.7	10	0.025856
0.110000	3.8	9	0.023423
0.110000	3.9	9	0.021220
0.110000	4.0	8	0.019224
0.110000	4.1	8	0.017416
0.110000	4.2	8	0.015777
0.110000	4.3	7	0.014293
0.110000	4.4	7	0.012949
0.110000	4.5	7	0.011731
0.110000	4.6	7	0.010627
0.110000	4.7	6	0.009628
0.110000	4.8	6	0.008722
0.110000	4.9	6	0.007901
0.110000	5.0	6	0.007158
0.120000	0.1	2	0.999968
0.120000	0.2	3	0.999869
0.120000	0.3	3	0.999700
0.120000	0.4	3	0.999455
0.120000	0.5	4	0.999118
0.120000	0.6	4	0.998692
0.120000	0.7	4	0.998164
0.120000	0.8	5	0.997514
0.120000	0.9	5	0.996743
0.120000	1.0	5	0.995833
0.120000	1.1	6	0.994749
0.120000	1.2	6	0.993495
0.120000	1.3	6	0.992038
0.120000	1.4	7	0.990318
0.120000	1.5	7	0.988342
0.120000	1.6	8	0.986009
0.120000	1.7	9	0.983279
0.120000	1.8	10	0.980062
0.120000	1.9	10	0.976263
0.120000	2.0	12	0.971615
0.120000	2.1	13	0.965937
0.120000	2.2	15	0.958716
0.120000	2.3	18	0.949106
0.120000	2.4	23	0.935146
0.120000	2.5	38	0.909437
0.120000	2.6	59	0.114317
0.120000	2.7	35	0.094768
0.120000	2.8	27	0.079570
0.120000	2.9	22	0.067541
0.120000	3.0	19	0.057872
0.120000	3.1	17	0.050056
0.120000	3.2	15	0.043717
0.120000	3.3	11	0.038678
0.120000	3.4	10	0.035048
0.120000	3.5	10	0.031758
0.120000	3.6	9	0.028778
0.120000	3.7	8	0.026077
0.120000	3.8	8	0.023629
0.120000	3.9	8	0.021411
0.120000	4.0	7	0.019402
0.120000	4.1	7	0.017581
0.120000	4.2	7	0.015930
0.120000	4.3	6	0.014435
0.120000	4.4	6	0.013080
0.120000	4.5	6	0.011853
0.120000	4.6	6	0.010740
0.120000	4.7	6	0.009732
0.120000	4.8	6	0.008819
0.120000	4.9	5	0.007991
0.120000	5.0	5	0.007241
0.130000	0.1	2	0.999960
0.130000	0.2	3	0.999836
0.130000	0.3	3	0.999622
0.130000	0.4	4	0.999305
0.130000	0.5	4	0.998880
0.130000	0.6	4	0.998335
0.130000	0.7	4	0.997658
0.130000	0.8	5	0.996816
0.130000	0.9	5	0.995816
0.130000	1.0	6	0.994611
0.130000	1.1	6	0.993198
0.130000	1.2	6	0.991538
0.130000	1.3	7	0.989562
0.130000	1.4	8	0.987243
0.130000	1.5	8	0.984530
0.130000	1.6	9	0.981296
0.130000	1.7	10	0.977441
0.130000	1.8	11	0.972796
0.130000	1.9	12	0.967110
0.130000	2.0	14	0.959948
0.130000	2.1	16	0.950645
0.130000	2.2	20	0.937697
0.130000	2.3	28	0.917149
0.130000	2.4	288	0.171046
0.130000	2.5	45	0.137210
0.130000	2.6	32	0.112464
0.130000	2.7	25	0.093632
0.130000	2.8	21	0.078883
0.130000	2.9	18	0.067138
0.130000	3.0	16	0.057691
0.130000	3.1	15	0.050014
0.130000	3.2	13	0.043891
0.130000	3.3	10	0.038999
0.130000	3.4	9	0.035347
0.130000	3.5	8	0.032037
0.130000	3.6	8	0.029038
0.130000	3.7	8	0.026319
0.130000	3.8	7	0.023855
0.130000	3.9	7	0.021621
0.130000	4.0	7	0.019597
0.130000	4.1	6	0.017762
0.130000	4.2	6	0.016099
0.130000	4.3	6	0.014591
0.130000	4.4	6	0.013225
0.130000	4.5	6	0.011987
0.130000	4.6	5	0.010864
0.130000	4.7	5	0.009847
0.130000	4.8	5	0.008925
0.130000	4.9	5	0.008089
0.130000	5.0	5	0.007332
0.140000	0.1	2	0.999951
0.140000	0.2	3	0.999797
0.140000	0.3	3	0.999531
0.140000	0.4	4	0.999136
0.140000	0.5	4	0.998604
0.140000	0.6	4	0.997920
0.140000	0.7	5	0.997052
0.140000	0.8	5	0.995996
0.140000	0.9	5	0.994721
0.140000	1.0	6	0.993172
0.140000	1.1	6	0.991347
0.140000	1.2	7	0.989158
0.140000	1.3	7	0.986585
0.140000	1.4	8	0.983496
0.140000	1.5	9	0.979811
0.140000	1.6	10	0.975378
0.140000	1.7	11	0.969983
0.140000	1.8	12	0.963304
0.140000	1.9	14	0.954775
0.140000	2.0	17	0.943438
0.140000	2.1	22	0.927195
0.140000	2.2	32	0.899577
0.140000	2.3	92	0.211887
0.140000	2.4	43	0.166297
0.140000	2.5	31	0.134476
0.140000	2.6	25	0.110825
0.140000	2.7	21	0.092623
0.140000	2.8	18	0.078288
0.140000	2.9	16	0.066812
0.140000	3.0	14	0.057540
0.140000	3.1	13	0.049871
0.140000	3.2	11	0.043753
0.140000	3.3	9	0.039348
0.140000	3.4	8	0.035673
0.140000	3.5	8	0.032342
0.140000	3.6	7	0.029321
0.140000	3.7	7	0.026583
0.140000	3.8	6	0.024101
0.140000	3.9	6	0.021850
0.140000	4.0	6	0.019809
0.140000	4.1	6	0.017959
0.140000	4.2	6	0.016282
0.140000	4.3	5	0.014762
0.140000	4.4	5	0.013383
0.140000	4.5	5	0.012133
0.140000	4.6	5	0.011000
0.140000	4.7	5	0.009973
0.140000	4.8	5	0.009042
0.140000	4.9	5	0.008197
0.140000	5.0	4	0.007432
0.150000	0.1	2	0.999941
0.150000	0.2	3	0.999752
0.150000	0.3	3	0.999428
0.150000	0.4	4	0.998942
0.150000	0.5	4	0.998287
0.150000	0.6	4	0.997441
0.150000	0.7	5	0.996361
0.150000	0.8	5	0.995042
0.150000	0.9	6	0.993423
0.150000	1.0	6	0.991483
0.150000	1.1	7	0.989138
0.150000	1.2	7	0.986349
0.150000	1.3	8	0.982980
0.150000	1.4	9	0.978929
0.150000	1.5	10	0.974018
0.150000	1.6	11	0.967996
0.150000	1.7	12	0.960486
0.150000	1.8	14	0.950821
0.150000	1.9	17	0.937847
0.150000	2.0	22	0.919006
0.150000	2.1	34	0.886037
0.150000	2.2	94	0.269031
0.150000	2.3	44	0.204184
0.150000	2.4	32	0.162170
0.150000	2.5	25	0.132081
0.150000	2.6	21	0.109385
0.150000	2.7	18	0.091765
0.150000	2.8	16	0.077791
0.150000	2.9	14	0.066571
0.150000	3.0	13	0.057493
0.150000	3.1	12	0.049946
0.150000	3.2	10	0.044024
0.150000	3.3	8	0.039726
0.150000	3.4	7	0.036027
0.150000	3.5	7	0.032672
0.150000	3.6	7	0.029629
0.150000	3.7	6	0.026870
0.150000	3.8	6	0.024368
0.150000	3.9	6	0.022098
0.150000	4.0	6	0.020041
0.150000	4.1	5	0.018174
0.150000	4.2	5	0.016482
0.150000	4.3	5	0.014947
0.150000	4.4	5	0.013555
0.150000	4.5	5	0.012293
0.150000	4.6	5	0.011148
0.150000	4.7	4	0.010110
0.150000	4.8	4	0.009168
0.150000	4.9	4	0.008315
0.150000	5.0	4	0.007540
0.160000	0.1	3	0.999927
0.160000	0.2	3	0.999702
0.160000	0.3	3	0.999311
0.160000	0.4	4	0.998722
0.160000	0.5	4	0.997926
0.160000	0.6	5	0.996882
0.160000	0.7	5	0.995569
0.160000	0.8	6	0.993932
0.160000	0.9	6	0.991938
0.160000	1.0	7	0.989503
0.160000	1.1	7	0.986573
0.160000	1.2	8	0.983012
0.160000	1.3	9	0.978699
0.160000	1.4	10	0.973439
0.160000	1.5	11	0.966956
0.160000	1.6	12	0.958835
0.160000	1.7	14	0.948357
0.160000	1.8	17	0.934279
0.160000	1.9	22	0.913895
0.160000	2.0	32	0.879056
0.160000	2.1	142	0.359340
0.160000	2.2	50	0.255188
0.160000	2.3	34	0.197655
0.160000	2.4	27	0.158556
0.160000	2.5	22	0.129942
0.160000	2.6	19	0.108099
0.160000	2.7	17	0.090997
0.160000	2.8	15	0.077372
0.160000	2.9	13	0.066375
0.160000	3.0	12	0.057493
0.160000	3.1	11	0.049945
0.160000	3.2	10	0.044499
0.160000	3.3	7	0.040134
0.160000	3.4	7	0.036408
0.160000	3.5	6	0.033028
0.160000	3.6	6	0.029962
0.160000	3.7	6	0.027180
0.160000	3.8	6	0.024656
0.160000	3.9	5	0.022367
0.160000	4.0	5	0.020291
0.160000	4.1	5	0.018407
0.160000	4.2	5	0.016698
0.160000	4.3	5	0.015147
0.160000	4.4	5	0.013741
0.160000	4.5	4	0.012465
0.160000	4.6	4	0.011308
0.160000	4.7	4	0.010258
0.160000	4.8	4	0.009306
0.160000	4.9	4	0.008442
0.160000	5.0	4	0.007658
0.170000	0.1	3	0.999914
0.170000	0.2	3	0.999647
0.170000	0.3	4	0.999174
0.170000	0.4	4	0.998475
0.170000	0.5	4	0.997520
0.170000	0.6	5	0.996259
0.170000	0.7	5	0.994671
0.170000	0.8	6	0.992677
0.170000	0.9	6	0.990238
0.170000	1.0	7	0.987236
0.170000	1.1	8	0.983580
0.170000	1.2	8	0.979141
0.170000	1.3	9	0.973676
0.170000	1.4	10	0.966919
0.170000	1.5	12	0.958404
0.170000	1.6	14	0.947469
0.170000	1.7	16	0.932893
0.170000	1.8	20	0.912086
0.170000	1.9	29	0.878106
0.170000	2.0	81	0.784940
0.170000	2.1	63	0.328427
0.170000	2.2	38	0.244226
0.170000	2.3	29	0.192069
0.170000	2.4	23	0.155417
0.170000	2.5	20	0.128061
0.170000	2.6	17	0.106994
0.170000	2.7	15	0.090376
0.170000	2.8	14	0.077048
0.170000	2.9	12	0.066288
0.170000	3.0	11	0.057460
0.170000	3.1	10	0.050392
0.170000	3.2	7	0.044712
0.170000	3.3	7	0.040574
0.170000	3.4	6	0.036819
0.170000	3.5	6	0.033412
0.170000	3.6	6	0.030320
0.170000	3.7	5	0.027514
0.170000	3.8	5	0.024968
0.170000	3.9	5	0.022657
0.170000	4.0	5	0.020560
0.170000	4.1	5	0.018657
0.170000	4.2	4	0.016931
0.170000	4.3	4	0.015364
0.170000	4.4	4	0.013942
0.170000	4.5	4	0.012652
0.170000	4.6	4	0.011481
0.170000	4.7	4	0.010419
0.170000	4.8	4	0.009454
0.170000	4.9	4	0.008579
0.170000	5.0	4	0.007785
0.180000	0.1	3	0.999899
0.180000	0.2	3	0.999585
0.180000	0.3	4	0.999027
0.180000	0.4	4	0.998199
0.180000	0.5	4	0.997065
0.180000	0.6	5	0.995561
0.180000	0.7	5	0.993660
0.180000	0.8	6	0.991258
0.180000	0.9	7	0.988288
0.180000	1.0	7	0.984650
0.180000	1.1	8	0.980158
0.180000	1.2	9	0.974628
0.180000	1.3	10	0.967771
0.180000	1.4	11	0.959164
0.180000	1.5	13	0.948107
0.180000	1.6	15	0.933495
0.180000	1.7	19	0.913044
0.180000	1.8	26	0.881421
0.180000	1.9	46	0.817640
0.180000	2.0	97	0.450654
0.180000	2.1	46	0.307647
0.180000	2.2	32	0.235208
0.180000	2.3	25	0.187276
