d1	d3	h	sat
0.010600	0.9	2	0.999997
0.010600	1.0	2	0.999997
0.010600	1.1	2	0.999996
0.010600	1.2	2	0.999995
0.010600	1.3	2	0.999995
0.010600	1.4	2	0.999994
0.010600	1.5	2	0.999993
0.010600	1.6	2	0.999992
0.010600	1.7	2	0.999991
0.010600	1.8	2	0.999990
0.010600	1.9	2	0.999989
0.010600	2.0	2	0.999988
0.010600	2.1	2	0.999987
0.010600	2.2	2	0.999986
0.010600	2.3	2	0.999985
0.010600	2.4	2	0.999984
0.010600	2.5	2	0.999982
0.010600	2.6	2	0.999981
0.010600	2.7	2	0.999980
0.010600	2.8	2	0.999978
0.010600	2.9	2	0.999977
0.010600	3.0	2	0.999975
0.010600	3.1	2	0.999974
0.010600	3.2	2	0.999972
0.010600	3.3	2	0.999970
0.010600	3.4	2	0.999969
0.010600	3.5	2	0.999967
0.010600	3.6	2	0.999965
0.010600	3.7	2	0.999963
0.010600	3.8	2	0.999961
0.010600	3.9	2	0.999959
0.010600	4.0	2	0.999957
0.010600	4.1	2	0.999955
0.010600	4.2	2	0.999953
0.010600	4.3	2	0.999951
0.010600	4.4	2	0.999948
0.010600	4.5	2	0.999946
0.010600	4.6	3	0.999939
0.010600	4.7	3	0.999936
0.010600	4.8	3	0.999933
0.010600	4.9	3	0.999930
0.010600	5.0	3	0.999927
0.010700	0.1	1	1.000000
0.010700	0.2	1	1.000000
0.010700	0.3	1	1.000000
0.010700	0.4	1	1.000000
0.010700	0.5	2	0.999999
0.010700	0.6	2	0.999998
0.010700	0.7	2	0.999998
0.010700	0.8	2	0.999998
0.010700	0.9	2	0.999997
0.010700	1.0	2	0.999996
0.010700	1.1	2	0.999996
0.010700	1.2	2	0.999995
0.010700	1.3	2	0.999994
0.010700	1.4	2	0.999994
0.010700	1.5	2	0.999993
0.010700	1.6	2	0.999992
0.010700	1.7	2	0.999991
0.010700	1.8	2	0.999990
0.010700	1.9	2	0.999989
0.010700	2.0	2	0.999988
0.010700	2.1	2	0.999987
0.010700	2.2	2	0.999986
0.010700	2.3	2	0.999984
0.010700	2.4	2	0.999983
0.010700	2.5	2	0.999982
0.010700	2.6	2	0.999981
0.010700	2.7	2	0.999979
0.010700	2.8	2	0.999978
0.010700	2.9	2	0.999976
0.010700	3.0	2	0.999975
0.010700	3.1	2	0.999973
0.010700	3.2	2	0.999971
0.010700	3.3	2	0.999969
0.010700	3.4	2	0.999968
0.010700	3.5	2	0.999966
0.010700	3.6	2	0.999964
0.010700	3.7	2	0.999962
0.010700	3.8	2	0.999960
0.010700	3.9	2	0.999958
0.010700	4.0	2	0.999956
0.010700	4.1	2	0.999954
0.010700	4.2	2	0.999952
0.010700	4.3	2	0.999949
0.010700	4.4	2	0.999947
0.010700	4.5	2	0.999945
0.010700	4.6	3	0.999937
0.010700	4.7	3	0.999934
0.010700	4.8	3	0.999931
0.010700	4.9	3	0.999928
0.010700	5.0	3	0.999925
0.010800	0.1	1	1.000000
0.010800	0.2	1	1.000000
0.010800	0.3	1	1.000000
0.010800	0.4	1	1.000000
0.010800	0.5	2	0.999999
0.010800	0.6	2	0.999998
0.010800	0.7	2	0.999998
0.010800	0.8	2	0.999998
0.010800	0.9	2	0.999997
0.010800	1.0	2	0.999996
0.010800	1.1	2	0.999996
0.010800	1.2	2	0.999995
0.010800	1.3	2	0.999994
0.010800	1.4	2	0.999994
0.010800	1.5	2	0.999993
0.010800	1.6	2	0.999992
0.010800	1.7	2	0.999991
0.010800	1.8	2	0.999990
0.010800	1.9	2	0.999989
0.010800	2.0	2	0.999988
0.010800	2.1	2	0.999987
0.010800	2.2	2	0.999985
0.010800	2.3	2	0.999984
0.010800	2.4	2	0.999983
0.010800	2.5	2	0.999981
0.010800	2.6	2	0.999980
0.010800	2.7	2	0.999979
0.010800	2.8	2	0.999977
0.010800	2.9	2	0.999975
0.010800	3.0	2	0.999974
0.010800	3.1	2	0.999972
0.010800	3.2	2	0.999970
0.010800	3.3	2	0.999969
0.010800	3.4	2	0.999967
0.010800	3.5	2	0.999965
0.010800	3.6	2	0.999963
0.010800	3.7	2	0.999961
0.010800	3.8	2	0.999959
0.010800	3.9	2	0.999957
0.010800	4.0	2	0.999955
0.010800	4.1	2	0.999953
0.010800	4.2	2	0.999950
0.010800	4.3	2	0.999948
0.010800	4.4	2	0.999946
0.010800	4.5	3	0.999938
0.010800	4.6	3	0.999935
0.010800	4.7	3	0.999932
0.010800	4.8	3	0.999929
0.010800	4.9	3	0.999926
0.010800	5.0	3	0.999923
0.010900	0.1	1	1.000000
0.010900	0.2	1	1.000000
0.010900	0.3	1	1.000000
0.010900	0.4	1	1.000000
0.010900	0.5	2	0.999999
0.010900	0.6	2	0.999998
0.010900	0.7	2	0.999998
0.010900	0.8	2	0.999997
0.010900	0.9	2	0.999997
0.010900	1.0	2	0.999996
0.010900	1.1	2	0.999996
0.010900	1.2	2	0.999995
0.010900	1.3	2	0.999994
0.010900	1.4	2	0.999993
0.010900	1.5	2	0.999993
0.010900	1.6	2	0.999992
0.010900	1.7	2	0.999991
0.010900	1.8	2	0.999990
0.010900	1.9	2	0.999989
0.010900	2.0	2	0.999987
0.010900	2.1	2	0.999986
0.010900	2.2	2	0.999985
0.010900	2.3	2	0.999984
0.010900	2.4	2	0.999982
0.010900	2.5	2	0.999981
0.010900	2.6	2	0.999980
0.010900	2.7	2	0.999978
0.010900	2.8	2	0.999976
0.010900	2.9	2	0.999975
0.010900	3.0	2	0.999973
0.010900	3.1	2	0.999971
0.010900	3.2	2	0.999970
0.010900	3.3	2	0.999968
0.010900	3.4	2	0.999966
0.010900	3.5	2	0.999964
0.010900	3.6	2	0.999962
0.010900	3.7	2	0.999960
0.010900	3.8	2	0.999958
0.010900	3.9	2	0.999956
0.010900	4.0	2	0.999954
0.010900	4.1	2	0.999951
0.010900	4.2	2	0.999949
0.010900	4.3	2	0.999947
0.010900	4.4	3	0.999939
0.010900	4.5	3	0.999936
0.010900	4.6	3	0.999933
0.010900	4.7	3	0.999930
0.010900	4.8	3	0.999927
0.010900	4.9	3	0.999924
0.010900	5.0	3	0.999921
0.011000	0.1	1	1.000000
0.011000	0.2	1	1.000000
0.011000	0.3	1	1.000000
0.011000	0.4	1	1.000000
0.011000	0.5	2	0.999999
0.011000	0.6	2	0.999998
0.011000	0.7	2	0.999998
0.011000	0.8	2	0.999997
0.011000	0.9	2	0.999997
0.011000	1.0	2	0.999996
0.011000	1.1	2	0.999996
0.011000	1.2	2	0.999995
0.011000	1.3	2	0.999994
0.011000	1.4	2	0.999993
0.011000	1.5	2	0.999992
0.011000	1.6	2	0.999991
0.011000	1.7	2	0.999990
0.011000	1.8	2	0.999989
0.011000	1.9	2	0.999988
0.011000	2.0	2	0.999987
0.011000	2.1	2	0.999986
0.011000	2.2	2	0.999985
0.011000	2.3	2	0.999983
0.011000	2.4	2	0.999982
0.011000	2.5	2	0.999980
0.011000	2.6	2	0.999979
0.011000	2.7	2	0.999977
0.011000	2.8	2	0.999976
0.011000	2.9	2	0.999974
0.011000	3.0	2	0.999973
0.011000	3.1	2	0.999971
0.011000	3.2	2	0.999969
0.011000	3.3	2	0.999967
0.011000	3.4	2	0.999965
0.011000	3.5	2	0.999963
0.011000	3.6	2	0.999961
0.011000	3.7	2	0.999959
0.011000	3.8	2	0.999957
0.011000	3.9	2	0.999955
0.011000	4.0	2	0.999952
0.011000	4.1	2	0.999950
0.011000	4.2	2	0.999948
0.011000	4.3	2	0.999945
0.011000	4.4	3	0.999937
0.011000	4.5	3	0.999935
0.011000	4.6	3	0.999932
0.011000	4.7	3	0.999928
0.011000	4.8	3	0.999925
0.011000	4.9	3	0.999922
0.011000	5.0	3	0.999919
0.011100	0.1	1	1.000000
0.011100	0.2	1	1.000000
0.011100	0.3	1	1.000000
0.011100	0.4	1	1.000000
0.011100	0.5	2	0.999999
0.011100	0.6	2	0.999998
0.011100	0.7	2	0.999998
0.011100	0.8	2	0.999997
0.011100	0.9	2	0.999997
0.011100	1.0	2	0.999996
0.011100	1.1	2	0.999995
0.011100	1.2	2	0.999995
0.011100	1.3	2	0.999994
0.011100	1.4	2	0.999993
0.011100	1.5	2	0.999992
0.011100	1.6	2	0.999991
0.011100	1.7	2	0.999990
0.011100	1.8	2	0.999989
0.011100	1.9	2	0.999988
0.011100	2.0	2	0.999987
0.011100	2.1	2	0.999986
0.011100	2.2	2	0.999984
0.011100	2.3	2	0.999983
0.011100	2.4	2	0.999981
0.011100	2.5	2	0.999980
0.011100	2.6	2	0.999978
0.011100	2.7	2	0.999977
0.011100	2.8	2	0.999975
0.011100	2.9	2	0.999974
0.011100	3.0	2	0.999972
0.011100	3.1	2	0.999970
0.011100	3.2	2	0.999968
0.011100	3.3	2	0.999966
0.011100	3.4	2	0.999964
0.011100	3.5	2	0.999962
0.011100	3.6	2	0.999960
0.011100	3.7	2	0.999958
0.011100	3.8	2	0.999956
0.011100	3.9	2	0.999953
0.011100	4.0	2	0.999951
0.011100	4.1	2	0.999949
0.011100	4.2	2	0.999946
0.011100	4.3	3	0.999939
0.011100	4.4	3	0.999936
0.011100	4.5	3	0.999933
0.011100	4.6	3	0.999930
0.011100	4.7	3	0.999927
0.011100	4.8	3	0.999923
0.011100	4.9	3	0.999920
0.011100	5.0	3	0.999917
0.011200	0.1	1	1.000000
0.011200	0.2	1	1.000000
0.011200	0.3	1	1.000000
0.011200	0.4	1	1.000000
0.011200	0.5	2	0.999999
0.011200	0.6	2	0.999998
0.011200	0.7	2	0.999998
0.011200	0.8	2	0.999997
0.011200	0.9	2	0.999997
0.011200	1.0	2	0.999996
0.011200	1.1	2	0.999995
0.011200	1.2	2	0.999995
0.011200	1.3	2	0.999994
0.011200	1.4	2	0.999993
0.011200	1.5	2	0.999992
0.011200	1.6	2	0.999991
0.011200	1.7	2	0.999990
0.011200	1.8	2	0.999989
0.011200	1.9	2	0.999988
0.011200	2.0	2	0.999986
0.011200	2.1	2	0.999985
0.011200	2.2	2	0.999984
0.011200	2.3	2	0.999982
0.011200	2.4	2	0.999981
0.011200	2.5	2	0.999980
0.011200	2.6	2	0.999978
0.011200	2.7	2	0.999976
0.011200	2.8	2	0.999975
0.011200	2.9	2	0.999973
0.011200	3.0	2	0.999971
0.011200	3.1	2	0.999969
0.011200	3.2	2	0.999967
0.011200	3.3	2	0.999965
0.011200	3.4	2	0.999963
0.011200	3.5	2	0.999961
0.011200	3.6	2	0.999959
0.011200	3.7	2	0.999957
0.011200	3.8	2	0.999955
0.011200	3.9	2	0.999952
0.011200	4.0	2	0.999950
0.011200	4.1	2	0.999947
0.011200	4.2	2	0.999945
0.011200	4.3	3	0.999937
0.011200	4.4	3	0.999934
0.011200	4.5	3	0.999931
0.011200	4.6	3	0.999928
0.011200	4.7	3	0.999925
0.011200	4.8	3	0.999921
0.011200	4.9	3	0.999918
0.011200	5.0	3	0.999914
0.011300	0.1	1	1.000000
0.011300	0.2	1	1.000000
0.011300	0.3	1	1.000000
0.011300	0.4	2	0.999999
0.011300	0.5	2	0.999999
0.011300	0.6	2	0.999998
0.011300	0.7	2	0.999998
0.011300	0.8	2	0.999997
0.011300	0.9	2	0.999997
0.011300	1.0	2	0.999996
0.011300	1.1	2	0.999995
0.011300	1.2	2	0.999994
0.011300	1.3	2	0.999994
0.011300	1.4	2	0.999993
0.011300	1.5	2	0.999992
0.011300	1.6	2	0.999991
0.011300	1.7	2	0.999990
0.011300	1.8	2	0.999989
0.011300	1.9	2	0.999987
0.011300	2.0	2	0.999986
0.011300	2.1	2	0.999985
0.011300	2.2	2	0.999983
0.011300	2.3	2	0.999982
0.011300	2.4	2	0.999981
0.011300	2.5	2	0.999979
0.011300	2.6	2	0.999977
0.011300	2.7	2	0.999976
0.011300	2.8	2	0.999974
0.011300	2.9	2	0.999972
0.011300	3.0	2	0.999970
0.011300	3.1	2	0.999968
0.011300	3.2	2	0.999967
0.011300	3.3	2	0.999964
0.011300	3.4	2	0.999962
0.011300	3.5	2	0.999960
0.011300	3.6	2	0.999958
0.011300	3.7	2	0.999956
0.011300	3.8	2	0.999953
0.011300	3.9	2	0.999951
0.011300	4.0	2	0.999949
0.011300	4.1	2	0.999946
0.011300	4.2	3	0.999938
0.011300	4.3	3	0.999935
0.011300	4.4	3	0.999932
0.011300	4.5	3	0.999929
0.011300	4.6	3	0.999926
0.011300	4.7	3	0.999923
0.011300	4.8	3	0.999919
0.011300	4.9	3	0.999916
0.011300	5.0	3	0.999912
0.011400	0.1	1	1.000000
0.011400	0.2	1	1.000000
0.011400	0.3	1	1.000000
0.011400	0.4	2	0.999999
0.011400	0.5	2	0.999999
0.011400	0.6	2	0.999998
0.011400	0.7	2	0.999998
0.011400	0.8	2	0.999997
0.011400	0.9	2	0.999997
0.011400	1.0	2	0.999996
0.011400	1.1	2	0.999995
0.011400	1.2	2	0.999994
0.011400	1.3	2	0.999994
0.011400	1.4	2	0.999993
0.011400	1.5	2	0.999992
0.011400	1.6	2	0.999991
0.011400	1.7	2	0.999989
0.011400	1.8	2	0.999988
0.011400	1.9	2	0.999987
0.011400	2.0	2	0.999986
0.011400	2.1	2	0.999984
0.011400	2.2	2	0.999983
0.011400	2.3	2	0.999982
0.011400	2.4	2	0.999980
0.011400	2.5	2	0.999978
0.011400	2.6	2	0.999977
0.011400	2.7	2	0.999975
0.011400	2.8	2	0.999973
0.011400	2.9	2	0.999972
0.011400	3.0	2	0.999970
0.011400	3.1	2	0.999968
0.011400	3.2	2	0.999966
0.011400	3.3	2	0.999964
0.011400	3.4	2	0.999961
0.011400	3.5	2	0.999959
0.011400	3.6	2	0.999957
0.011400	3.7	2	0.999955
0.011400	3.8	2	0.999952
0.011400	3.9	2	0.999950
0.011400	4.0	2	0.999947
0.011400	4.1	2	0.999945
0.011400	4.2	3	0.999937
0.011400	4.3	3	0.999934
0.011400	4.4	3	0.999931
0.011400	4.5	3	0.999927
0.011400	4.6	3	0.999924
0.011400	4.7	3	0.999920
0.011400	4.8	3	0.999917
0.011400	4.9	3	0.999913
0.011400	5.0	3	0.999910
0.011500	0.1	1	1.000000
0.011500	0.2	1	1.000000
0.011500	0.3	1	1.000000
0.011500	0.4	2	0.999999
0.011500	0.5	2	0.999999
0.011500	0.6	2	0.999998
0.011500	0.7	2	0.999998
0.011500	0.8	2	0.999997
0.011500	0.9	2	0.999997
0.011500	1.0	2	0.999996
0.011500	1.1	2	0.999995
0.011500	1.2	2	0.999994
0.011500	1.3	2	0.999993
0.011500	1.4	2	0.999992
0.011500	1.5	2	0.999991
0.011500	1.6	2	0.999990
0.011500	1.7	2	0.999989
0.011500	1.8	2	0.999988
0.011500	1.9	2	0.999987
0.011500	2.0	2	0.999985
0.011500	2.1	2	0.999984
0.011500	2.2	2	0.999983
0.011500	2.3	2	0.999981
0.011500	2.4	2	0.999980
0.011500	2.5	2	0.999978
0.011500	2.6	2	0.999976
0.011500	2.7	2	0.999975
0.011500	2.8	2	0.999973
0.011500	2.9	2	0.999971
0.011500	3.0	2	0.999969
0.011500	3.1	2	0.999967
0.011500	3.2	2	0.999965
0.011500	3.3	2	0.999963
0.011500	3.4	2	0.999961
0.011500	3.5	2	0.999958
0.011500	3.6	2	0.999956
0.011500	3.7	2	0.999954
0.011500	3.8	2	0.999951
0.011500	3.9	2	0.999949
0.011500	4.0	2	0.999946
0.011500	4.1	3	0.999938
0.011500	4.2	3	0.999935
0.011500	4.3	3	0.999932
0.011500	4.4	3	0.999929
0.011500	4.5	3	0.999925
0.011500	4.6	3	0.999922
0.011500	4.7	3	0.999918
0.011500	4.8	3	0.999915
0.011500	4.9	3	0.999911
0.011500	5.0	3	0.999907
0.011600	0.1	1	1.000000
0.011600	0.2	1	1.000000
0.011600	0.3	1	1.000000
0.011600	0.4	2	0.999999
0.011600	0.5	2	0.999999
0.011600	0.6	2	0.999998
0.011600	0.7	2	0.999998
0.011600	0.8	2	0.999997
0.011600	0.9	2	0.999996
0.011600	1.0	2	0.999996
0.011600	1.1	2	0.999995
0.011600	1.2	2	0.999994
0.011600	1.3	2	0.999993
0.011600	1.4	2	0.999992
0.011600	1.5	2	0.999991
0.011600	1.6	2	0.999990
0.011600	1.7	2	0.999989
0.011600	1.8	2	0.999988
0.011600	1.9	2	0.999986
0.011600	2.0	2	0.999985
0.011600	2.1	2	0.999984
0.011600	2.2	2	0.999982
0.011600	2.3	2	0.999981
0.011600	2.4	2	0.999979
0.011600	2.5	2	0.999977
0.011600	2.6	2	0.999976
0.011600	2.7	2	0.999974
0.011600	2.8	2	0.999972
0.011600	2.9	2	0.999970
0.011600	3.0	2	0.999968
0.011600	3.1	2	0.999966
0.011600	3.2	2	0.999964
0.011600	3.3	2	0.999962
0.011600	3.4	2	0.999960
0.011600	3.5	2	0.999957
0.011600	3.6	2	0.999955
0.011600	3.7	2	0.999952
0.011600	3.8	2	0.999950
0.011600	3.9	2	0.999947
0.011600	4.0	2	0.999945
0.011600	4.1	3	0.999937
0.011600	4.2	3	0.999933
0.011600	4.3	3	0.999930
0.011600	4.4	3	0.999927
0.011600	4.5	3	0.999923
0.011600	4.6	3	0.999920
0.011600	4.7	3	0.999916
0.011600	4.8	3	0.999913
0.011600	4.9	3	0.999909
0.011600	5.0	3	0.999905
0.011700	0.1	1	1.000000
0.011700	0.2	1	1.000000
0.011700	0.3	1	1.000000
0.011700	0.4	2	0.999999
0.011700	0.5	2	0.999999
0.011700	0.6	2	0.999998
0.011700	0.7	2	0.999998
0.011700	0.8	2	0.999997
0.011700	0.9	2	0.999996
0.011700	1.0	2	0.999996
0.011700	1.1	2	0.999995
0.011700	1.2	2	0.999994
0.011700	1.3	2	0.999993
0.011700	1.4	2	0.999992
0.011700	1.5	2	0.999991
0.011700	1.6	2	0.999990
0.011700	1.7	2	0.999989
0.011700	1.8	2	0.999987
0.011700	1.9	2	0.999986
0.011700	2.0	2	0.999985
0.011700	2.1	2	0.999983
0.011700	2.2	2	0.999982
0.011700	2.3	2	0.999980
